order_item_id,order_id,item_id,quantity
OI021455,ORD008896,MI00235,1
OI021456,ORD008897,MI00191,1
OI021457,ORD008897,MI00190,1
OI021458,ORD008898,MI00078,2
OI021459,ORD008898,MI00074,1
OI021460,ORD008899,MI00196,1
OI021461,ORD008900,MI00232,1
OI021462,ORD008900,MI00232,1
OI021463,ORD008901,MI00191,1
OI021464,ORD008902,MI00106,1
OI021465,ORD008902,MI00106,1
OI021466,ORD008903,MI00045,1
OI021467,ORD008903,MI00044,1
OI021468,ORD008904,MI00064,1
OI021469,ORD008904,MI00063,1
OI021470,ORD008904,MI00062,1
OI021471,ORD008905,MI00207,2
OI021472,ORD008905,MI00208,2
OI021473,ORD008906,MI00008,2
OI021474,ORD008906,MI00014,1
OI021475,ORD008906,MI00014,1
OI021476,ORD008907,MI00195,1
OI021477,ORD008907,MI00196,1
OI021478,ORD008907,MI00196,1
OI021479,ORD008908,MI00193,1
OI021480,ORD008908,MI00190,1
OI021481,ORD008909,MI00123,1
OI021482,ORD008909,MI00125,2
OI021483,ORD008910,MI00096,2
OI021484,ORD008910,MI00097,2
OI021485,ORD008911,MI00177,1
OI021486,ORD008911,MI00177,2
OI021487,ORD008912,MI00005,2
OI021488,ORD008912,MI00001,1
OI021489,ORD008913,MI00052,2
OI021490,ORD008913,MI00051,1
OI021491,ORD008913,MI00054,1
OI021492,ORD008914,MI00146,1
OI021493,ORD008914,MI00148,1
OI021494,ORD008915,MI00242,1
OI021495,ORD008915,MI00243,1
OI021496,ORD008916,MI00103,1
OI021497,ORD008917,MI00157,1
OI021498,ORD008918,MI00072,2
OI021499,ORD008918,MI00076,1
OI021500,ORD008919,MI00149,1
OI021501,ORD008919,MI00149,1
OI021502,ORD008919,MI00147,1
OI021503,ORD008920,MI00122,1
OI021504,ORD008920,MI00124,1
OI021505,ORD008920,MI00122,1
OI021506,ORD008920,MI00123,1
OI021507,ORD008921,MI00016,2
OI021508,ORD008921,MI00015,2
OI021509,ORD008921,MI00015,2
OI021510,ORD008922,MI00231,1
OI021511,ORD008922,MI00229,1
OI021512,ORD008923,MI00038,3
OI021513,ORD008923,MI00037,1
OI021514,ORD008924,MI00254,2
OI021515,ORD008924,MI00251,1
OI021516,ORD008924,MI00254,1
OI021517,ORD008925,MI00079,1
OI021518,ORD008925,MI00081,1
OI021519,ORD008926,MI00194,1
OI021520,ORD008926,MI00193,1
OI021521,ORD008926,MI00189,1
OI021522,ORD008927,MI00198,1
OI021523,ORD008927,MI00196,1
OI021524,ORD008928,MI00270,2
OI021525,ORD008928,MI00272,1
OI021526,ORD008929,MI00039,1
OI021527,ORD008929,MI00042,2
OI021528,ORD008929,MI00039,1
OI021529,ORD008930,MI00222,2
OI021530,ORD008930,MI00220,1
OI021531,ORD008931,MI00071,2
OI021532,ORD008931,MI00071,1
OI021533,ORD008932,MI00107,1
OI021534,ORD008932,MI00107,1
OI021535,ORD008932,MI00109,1
OI021536,ORD008933,MI00121,1
OI021537,ORD008933,MI00118,1
OI021538,ORD008934,MI00108,1
OI021539,ORD008934,MI00107,1
OI021540,ORD008934,MI00107,1
OI021541,ORD008935,MI00004,1
OI021542,ORD008935,MI00003,1
OI021543,ORD008935,MI00002,1
OI021544,ORD008935,MI00007,1
OI021545,ORD008936,MI00147,1
OI021546,ORD008937,MI00033,1
OI021547,ORD008937,MI00037,1
OI021548,ORD008937,MI00035,1
OI021549,ORD008938,MI00013,1
OI021550,ORD008938,MI00011,1
OI021551,ORD008939,MI00229,2
OI021552,ORD008939,MI00232,1
OI021553,ORD008939,MI00230,2
OI021554,ORD008939,MI00231,1
OI021555,ORD008940,MI00267,2
OI021556,ORD008940,MI00263,1
OI021557,ORD008940,MI00266,1
OI021558,ORD008940,MI00267,2
OI021559,ORD008941,MI00283,1
OI021560,ORD008941,MI00284,1
OI021561,ORD008941,MI00282,1
OI021562,ORD008941,MI00282,1
OI021563,ORD008942,MI00267,1
OI021564,ORD008942,MI00263,2
OI021565,ORD008943,MI00203,3
OI021566,ORD008943,MI00200,1
OI021567,ORD008943,MI00199,1
OI021568,ORD008944,MI00027,1
OI021569,ORD008944,MI00030,2
OI021570,ORD008945,MI00162,2
OI021571,ORD008945,MI00162,1
OI021572,ORD008945,MI00165,1
OI021573,ORD008946,MI00264,1
OI021574,ORD008946,MI00262,1
OI021575,ORD008946,MI00265,1
OI021576,ORD008947,MI00117,1
OI021577,ORD008947,MI00113,1
OI021578,ORD008947,MI00115,1
OI021579,ORD008948,MI00156,2
OI021580,ORD008948,MI00154,2
OI021581,ORD008949,MI00153,1
OI021582,ORD008949,MI00153,2
OI021583,ORD008949,MI00151,1
OI021584,ORD008950,MI00119,1
OI021585,ORD008951,MI00104,2
OI021586,ORD008951,MI00105,1
OI021587,ORD008951,MI00104,1
OI021588,ORD008952,MI00053,2
OI021589,ORD008952,MI00051,2
OI021590,ORD008952,MI00050,1
OI021591,ORD008952,MI00054,2
OI021592,ORD008953,MI00147,1
OI021593,ORD008953,MI00146,1
OI021594,ORD008953,MI00149,1
OI021595,ORD008954,MI00192,3
OI021596,ORD008954,MI00192,1
OI021597,ORD008954,MI00192,1
OI021598,ORD008954,MI00192,1
OI021599,ORD008955,MI00135,1
OI021600,ORD008955,MI00136,1
OI021601,ORD008956,MI00159,1
OI021602,ORD008956,MI00154,1
OI021603,ORD008956,MI00156,2
OI021604,ORD008957,MI00177,1
OI021605,ORD008957,MI00174,2
OI021606,ORD008957,MI00173,1
OI021607,ORD008957,MI00176,2
OI021608,ORD008958,MI00089,1
OI021609,ORD008958,MI00089,1
OI021610,ORD008959,MI00252,1
OI021611,ORD008959,MI00254,1
OI021612,ORD008960,MI00077,1
OI021613,ORD008960,MI00075,1
OI021614,ORD008960,MI00077,1
OI021615,ORD008961,MI00267,1
OI021616,ORD008961,MI00262,1
OI021617,ORD008962,MI00173,1
OI021618,ORD008962,MI00174,1
OI021619,ORD008963,MI00232,1
OI021620,ORD008963,MI00231,1
OI021621,ORD008963,MI00229,1
OI021622,ORD008963,MI00230,1
OI021623,ORD008964,MI00155,1
OI021624,ORD008965,MI00175,1
OI021625,ORD008965,MI00172,1
OI021626,ORD008966,MI00122,1
OI021627,ORD008966,MI00124,2
OI021628,ORD008966,MI00124,2
OI021629,ORD008967,MI00190,2
OI021630,ORD008967,MI00194,1
OI021631,ORD008967,MI00194,1
OI021632,ORD008968,MI00125,1
OI021633,ORD008968,MI00123,1
OI021634,ORD008969,MI00215,2
OI021635,ORD008970,MI00041,1
OI021636,ORD008970,MI00041,2
OI021637,ORD008971,MI00030,2
OI021638,ORD008971,MI00029,2
OI021639,ORD008972,MI00230,2
OI021640,ORD008972,MI00232,1
OI021641,ORD008972,MI00230,1
OI021642,ORD008973,MI00234,1
OI021643,ORD008973,MI00236,1
OI021644,ORD008973,MI00234,1
OI021645,ORD008974,MI00203,1
OI021646,ORD008974,MI00203,1
OI021647,ORD008974,MI00199,1
OI021648,ORD008975,MI00217,1
OI021649,ORD008975,MI00219,2
OI021650,ORD008975,MI00222,1
OI021651,ORD008976,MI00142,2
OI021652,ORD008977,MI00159,1
OI021653,ORD008978,MI00116,1
OI021654,ORD008978,MI00114,1
OI021655,ORD008979,MI00179,1
OI021656,ORD008979,MI00182,1
OI021657,ORD008979,MI00182,2
OI021658,ORD008980,MI00177,3
OI021659,ORD008980,MI00175,1
OI021660,ORD008980,MI00175,1
OI021661,ORD008981,MI00275,1
OI021662,ORD008981,MI00277,1
OI021663,ORD008981,MI00276,1
OI021664,ORD008982,MI00150,2
OI021665,ORD008982,MI00150,1
OI021666,ORD008982,MI00150,1
OI021667,ORD008983,MI00098,1
OI021668,ORD008983,MI00096,2
OI021669,ORD008984,MI00204,3
OI021670,ORD008984,MI00200,1
OI021671,ORD008985,MI00130,1
OI021672,ORD008985,MI00132,1
OI021673,ORD008985,MI00131,2
OI021674,ORD008986,MI00276,1
OI021675,ORD008987,MI00145,2
OI021676,ORD008988,MI00258,1
OI021677,ORD008988,MI00260,1
OI021678,ORD008988,MI00260,1
OI021679,ORD008988,MI00258,1
OI021680,ORD008989,MI00001,1
OI021681,ORD008989,MI00007,1
OI021682,ORD008989,MI00002,2
OI021683,ORD008990,MI00018,1
OI021684,ORD008990,MI00017,2
OI021685,ORD008991,MI00099,2
OI021686,ORD008991,MI00096,1
OI021687,ORD008992,MI00228,1
OI021688,ORD008992,MI00224,1
OI021689,ORD008993,MI00056,3
OI021690,ORD008993,MI00058,1
OI021691,ORD008993,MI00057,3
OI021692,ORD008994,MI00247,1
OI021693,ORD008994,MI00250,2
OI021694,ORD008994,MI00246,1
OI021695,ORD008995,MI00226,1
OI021696,ORD008995,MI00225,1
OI021697,ORD008996,MI00118,1
OI021698,ORD008996,MI00121,1
OI021699,ORD008997,MI00159,1
OI021700,ORD008997,MI00159,1
OI021701,ORD008998,MI00259,1
OI021702,ORD008999,MI00272,1
OI021703,ORD008999,MI00271,1
OI021704,ORD009000,MI00073,1
OI021705,ORD009001,MI00234,1
OI021706,ORD009001,MI00233,1
OI021707,ORD009002,MI00112,1
OI021708,ORD009002,MI00112,1
OI021709,ORD009003,MI00031,1
OI021710,ORD009003,MI00031,2
OI021711,ORD009003,MI00029,2
OI021712,ORD009004,MI00142,1
OI021713,ORD009004,MI00141,1
OI021714,ORD009005,MI00160,1
OI021715,ORD009005,MI00162,2
OI021716,ORD009005,MI00163,2
OI021717,ORD009006,MI00006,1
OI021718,ORD009006,MI00007,2
OI021719,ORD009007,MI00119,1
OI021720,ORD009007,MI00120,1
OI021721,ORD009008,MI00042,1
OI021722,ORD009009,MI00011,1
OI021723,ORD009009,MI00011,3
OI021724,ORD009010,MI00192,1
OI021725,ORD009010,MI00189,1
OI021726,ORD009010,MI00194,1
OI021727,ORD009010,MI00194,1
OI021728,ORD009011,MI00037,1
OI021729,ORD009011,MI00038,1
OI021730,ORD009011,MI00033,3
OI021731,ORD009012,MI00068,1
OI021732,ORD009012,MI00071,1
OI021733,ORD009013,MI00234,2
OI021734,ORD009013,MI00233,1
OI021735,ORD009014,MI00150,1
OI021736,ORD009014,MI00151,2
OI021737,ORD009014,MI00151,2
OI021738,ORD009015,MI00154,1
OI021739,ORD009015,MI00156,1
OI021740,ORD009016,MI00086,1
OI021741,ORD009017,MI00098,1
OI021742,ORD009017,MI00098,1
OI021743,ORD009017,MI00099,1
OI021744,ORD009017,MI00099,2
OI021745,ORD009018,MI00203,2
OI021746,ORD009019,MI00189,1
OI021747,ORD009019,MI00192,1
OI021748,ORD009020,MI00039,2
OI021749,ORD009020,MI00041,2
OI021750,ORD009021,MI00229,2
OI021751,ORD009021,MI00232,1
OI021752,ORD009021,MI00230,1
OI021753,ORD009022,MI00159,1
OI021754,ORD009023,MI00217,1
OI021755,ORD009024,MI00205,3
OI021756,ORD009024,MI00208,1
OI021757,ORD009024,MI00206,2
OI021758,ORD009024,MI00208,1
OI021759,ORD009025,MI00040,2
OI021760,ORD009025,MI00040,1
OI021761,ORD009025,MI00042,1
OI021762,ORD009026,MI00181,1
OI021763,ORD009027,MI00015,2
OI021764,ORD009027,MI00017,2
OI021765,ORD009027,MI00017,1
OI021766,ORD009028,MI00101,2
OI021767,ORD009028,MI00104,1
OI021768,ORD009029,MI00130,2
OI021769,ORD009029,MI00132,1
OI021770,ORD009029,MI00130,1
OI021771,ORD009029,MI00130,1
OI021772,ORD009030,MI00068,2
OI021773,ORD009030,MI00067,1
OI021774,ORD009031,MI00180,1
OI021775,ORD009031,MI00178,1
OI021776,ORD009031,MI00183,1
OI021777,ORD009032,MI00189,1
OI021778,ORD009032,MI00194,1
OI021779,ORD009033,MI00272,1
OI021780,ORD009033,MI00273,1
OI021781,ORD009033,MI00270,1
OI021782,ORD009034,MI00241,2
OI021783,ORD009034,MI00241,1
OI021784,ORD009034,MI00238,2
OI021785,ORD009034,MI00237,1
OI021786,ORD009035,MI00083,1
OI021787,ORD009036,MI00149,1
OI021788,ORD009036,MI00147,1
OI021789,ORD009037,MI00135,2
OI021790,ORD009037,MI00138,2
OI021791,ORD009038,MI00031,1
OI021792,ORD009039,MI00182,2
OI021793,ORD009039,MI00178,1
OI021794,ORD009039,MI00181,1
OI021795,ORD009040,MI00034,1
OI021796,ORD009040,MI00033,2
OI021797,ORD009041,MI00146,1
OI021798,ORD009041,MI00147,2
OI021799,ORD009042,MI00256,1
OI021800,ORD009042,MI00255,2
OI021801,ORD009043,MI00120,1
OI021802,ORD009043,MI00121,1
OI021803,ORD009043,MI00118,1
OI021804,ORD009044,MI00129,1
OI021805,ORD009044,MI00126,1
OI021806,ORD009045,MI00197,2
OI021807,ORD009045,MI00196,1
OI021808,ORD009045,MI00197,1
OI021809,ORD009046,MI00069,2
OI021810,ORD009047,MI00244,1
OI021811,ORD009047,MI00249,1
OI021812,ORD009048,MI00236,1
OI021813,ORD009048,MI00234,1
OI021814,ORD009048,MI00233,2
OI021815,ORD009049,MI00029,1
OI021816,ORD009049,MI00029,1
OI021817,ORD009050,MI00184,1
OI021818,ORD009050,MI00188,1
OI021819,ORD009051,MI00248,1
OI021820,ORD009051,MI00249,1
OI021821,ORD009051,MI00245,2
OI021822,ORD009052,MI00068,3
OI021823,ORD009052,MI00070,1
OI021824,ORD009053,MI00120,2
OI021825,ORD009053,MI00120,1
OI021826,ORD009054,MI00148,1
OI021827,ORD009054,MI00148,1
OI021828,ORD009054,MI00146,2
OI021829,ORD009055,MI00101,1
OI021830,ORD009055,MI00105,1
OI021831,ORD009055,MI00105,2
OI021832,ORD009056,MI00078,1
OI021833,ORD009056,MI00074,1
OI021834,ORD009057,MI00263,1
OI021835,ORD009057,MI00264,2
OI021836,ORD009058,MI00133,3
OI021837,ORD009058,MI00139,1
OI021838,ORD009058,MI00133,1
OI021839,ORD009059,MI00150,1
OI021840,ORD009059,MI00152,1
OI021841,ORD009060,MI00016,1
OI021842,ORD009060,MI00017,2
OI021843,ORD009060,MI00017,3
OI021844,ORD009060,MI00015,1
OI021845,ORD009061,MI00041,2
OI021846,ORD009062,MI00281,2
OI021847,ORD009062,MI00284,3
OI021848,ORD009063,MI00069,1
OI021849,ORD009063,MI00069,1
OI021850,ORD009063,MI00067,1
OI021851,ORD009064,MI00277,1
OI021852,ORD009064,MI00278,1
OI021853,ORD009065,MI00146,3
OI021854,ORD009066,MI00039,1
OI021855,ORD009066,MI00041,1
OI021856,ORD009066,MI00040,2
OI021857,ORD009067,MI00232,2
OI021858,ORD009068,MI00079,1
OI021859,ORD009068,MI00080,1
OI021860,ORD009068,MI00081,1
OI021861,ORD009069,MI00282,1
OI021862,ORD009069,MI00281,1
OI021863,ORD009070,MI00259,1
OI021864,ORD009070,MI00258,1
OI021865,ORD009071,MI00082,1
OI021866,ORD009071,MI00081,1
OI021867,ORD009071,MI00080,2
OI021868,ORD009071,MI00082,1
OI021869,ORD009072,MI00210,2
OI021870,ORD009072,MI00205,2
OI021871,ORD009073,MI00250,1
OI021872,ORD009073,MI00249,1
OI021873,ORD009074,MI00036,1
OI021874,ORD009074,MI00034,1
OI021875,ORD009074,MI00033,1
OI021876,ORD009074,MI00036,1
OI021877,ORD009075,MI00078,2
OI021878,ORD009075,MI00073,1
OI021879,ORD009075,MI00073,1
OI021880,ORD009076,MI00282,3
OI021881,ORD009076,MI00283,1
OI021882,ORD009077,MI00234,1
OI021883,ORD009077,MI00236,1
OI021884,ORD009077,MI00234,1
OI021885,ORD009078,MI00155,1
OI021886,ORD009078,MI00154,1
OI021887,ORD009078,MI00156,1
OI021888,ORD009079,MI00231,2
OI021889,ORD009079,MI00232,1
OI021890,ORD009079,MI00231,2
OI021891,ORD009079,MI00230,2
OI021892,ORD009080,MI00226,2
OI021893,ORD009080,MI00225,1
OI021894,ORD009080,MI00224,1
OI021895,ORD009080,MI00224,1
OI021896,ORD009081,MI00040,1
OI021897,ORD009082,MI00064,1
OI021898,ORD009082,MI00062,2
OI021899,ORD009083,MI00047,2
OI021900,ORD009084,MI00039,1
OI021901,ORD009084,MI00042,1
OI021902,ORD009085,MI00205,1
OI021903,ORD009085,MI00209,2
OI021904,ORD009086,MI00278,1
OI021905,ORD009086,MI00278,2
OI021906,ORD009086,MI00278,2
OI021907,ORD009086,MI00277,2
OI021908,ORD009087,MI00252,1
OI021909,ORD009087,MI00251,1
OI021910,ORD009088,MI00105,1
OI021911,ORD009088,MI00105,1
OI021912,ORD009088,MI00105,1
OI021913,ORD009089,MI00213,1
OI021914,ORD009090,MI00226,1
OI021915,ORD009090,MI00225,1
OI021916,ORD009091,MI00015,1
OI021917,ORD009092,MI00219,1
OI021918,ORD009092,MI00219,3
OI021919,ORD009092,MI00221,1
OI021920,ORD009093,MI00271,1
OI021921,ORD009093,MI00273,1
OI021922,ORD009093,MI00271,3
OI021923,ORD009094,MI00140,2
OI021924,ORD009094,MI00143,1
OI021925,ORD009094,MI00142,1
OI021926,ORD009095,MI00214,2
OI021927,ORD009096,MI00163,2
OI021928,ORD009096,MI00162,2
OI021929,ORD009096,MI00165,1
OI021930,ORD009097,MI00061,1
OI021931,ORD009097,MI00063,1
OI021932,ORD009097,MI00063,1
OI021933,ORD009098,MI00207,2
OI021934,ORD009098,MI00209,1
OI021935,ORD009099,MI00182,2
OI021936,ORD009100,MI00130,1
OI021937,ORD009100,MI00126,1
OI021938,ORD009100,MI00131,1
OI021939,ORD009101,MI00080,1
OI021940,ORD009101,MI00081,1
OI021941,ORD009101,MI00080,1
OI021942,ORD009102,MI00225,2
OI021943,ORD009102,MI00224,1
OI021944,ORD009102,MI00226,2
OI021945,ORD009103,MI00164,1
OI021946,ORD009103,MI00163,2
OI021947,ORD009104,MI00027,2
OI021948,ORD009104,MI00027,3
OI021949,ORD009105,MI00130,3
OI021950,ORD009106,MI00053,1
OI021951,ORD009106,MI00051,1
OI021952,ORD009106,MI00051,1
OI021953,ORD009107,MI00011,2
OI021954,ORD009107,MI00010,2
OI021955,ORD009108,MI00053,2
OI021956,ORD009108,MI00051,1
OI021957,ORD009109,MI00003,1
OI021958,ORD009109,MI00005,1
OI021959,ORD009110,MI00209,1
OI021960,ORD009110,MI00210,1
OI021961,ORD009110,MI00207,1
OI021962,ORD009110,MI00206,1
OI021963,ORD009111,MI00005,1
OI021964,ORD009111,MI00003,1
OI021965,ORD009111,MI00001,1
OI021966,ORD009112,MI00120,1
OI021967,ORD009112,MI00120,1
OI021968,ORD009112,MI00120,3
OI021969,ORD009113,MI00229,1
OI021970,ORD009113,MI00231,1
OI021971,ORD009113,MI00230,3
OI021972,ORD009114,MI00090,3
OI021973,ORD009114,MI00090,1
OI021974,ORD009114,MI00091,1
OI021975,ORD009115,MI00033,1
OI021976,ORD009115,MI00035,1
OI021977,ORD009115,MI00036,1
OI021978,ORD009116,MI00105,2
OI021979,ORD009116,MI00100,1
OI021980,ORD009117,MI00169,1
OI021981,ORD009117,MI00171,1
OI021982,ORD009117,MI00166,1
OI021983,ORD009117,MI00171,1
OI021984,ORD009118,MI00040,1
OI021985,ORD009118,MI00040,1
OI021986,ORD009119,MI00200,3
OI021987,ORD009119,MI00199,1
OI021988,ORD009119,MI00203,1
OI021989,ORD009120,MI00001,2
OI021990,ORD009120,MI00004,2
OI021991,ORD009120,MI00002,1
OI021992,ORD009120,MI00006,1
OI021993,ORD009121,MI00235,3
OI021994,ORD009122,MI00039,1
OI021995,ORD009122,MI00040,1
OI021996,ORD009122,MI00039,2
OI021997,ORD009122,MI00042,1
OI021998,ORD009123,MI00243,1
OI021999,ORD009123,MI00243,1
OI022000,ORD009124,MI00230,1
OI022001,ORD009124,MI00229,1
OI022002,ORD009125,MI00104,2
OI022003,ORD009125,MI00101,1
OI022004,ORD009126,MI00101,1
OI022005,ORD009126,MI00104,1
OI022006,ORD009126,MI00101,3
OI022007,ORD009127,MI00258,1
OI022008,ORD009128,MI00146,2
OI022009,ORD009128,MI00146,1
OI022010,ORD009128,MI00148,1
OI022011,ORD009129,MI00195,1
OI022012,ORD009129,MI00196,1
OI022013,ORD009129,MI00195,1
OI022014,ORD009130,MI00185,1
OI022015,ORD009130,MI00188,2
OI022016,ORD009130,MI00185,2
OI022017,ORD009131,MI00039,1
OI022018,ORD009131,MI00040,1
OI022019,ORD009131,MI00040,1
OI022020,ORD009131,MI00041,1
OI022021,ORD009132,MI00188,2
OI022022,ORD009132,MI00188,1
OI022023,ORD009133,MI00231,1
OI022024,ORD009133,MI00230,1
OI022025,ORD009133,MI00230,1
OI022026,ORD009134,MI00249,1
OI022027,ORD009135,MI00263,1
OI022028,ORD009135,MI00263,1
OI022029,ORD009136,MI00194,1
OI022030,ORD009136,MI00192,1
OI022031,ORD009136,MI00192,2
OI022032,ORD009137,MI00159,2
OI022033,ORD009137,MI00159,2
OI022034,ORD009138,MI00279,1
OI022035,ORD009138,MI00279,2
OI022036,ORD009138,MI00274,1
OI022037,ORD009139,MI00176,1
OI022038,ORD009139,MI00177,1
OI022039,ORD009140,MI00177,1
OI022040,ORD009140,MI00176,1
OI022041,ORD009140,MI00176,2
OI022042,ORD009140,MI00173,1
OI022043,ORD009141,MI00146,1
OI022044,ORD009141,MI00149,1
OI022045,ORD009141,MI00146,1
OI022046,ORD009142,MI00080,1
OI022047,ORD009142,MI00079,1
OI022048,ORD009143,MI00068,1
OI022049,ORD009143,MI00067,1
OI022050,ORD009143,MI00070,3
OI022051,ORD009144,MI00114,1
OI022052,ORD009144,MI00114,1
OI022053,ORD009144,MI00117,1
OI022054,ORD009145,MI00037,1
OI022055,ORD009145,MI00036,1
OI022056,ORD009146,MI00237,2
OI022057,ORD009147,MI00233,1
OI022058,ORD009147,MI00233,1
OI022059,ORD009148,MI00003,1
OI022060,ORD009149,MI00250,2
OI022061,ORD009149,MI00247,1
OI022062,ORD009149,MI00250,1
OI022063,ORD009150,MI00124,1
OI022064,ORD009150,MI00122,2
OI022065,ORD009151,MI00232,2
OI022066,ORD009151,MI00232,2
OI022067,ORD009152,MI00175,1
OI022068,ORD009153,MI00077,1
OI022069,ORD009153,MI00077,2
OI022070,ORD009153,MI00077,1
OI022071,ORD009154,MI00252,1
OI022072,ORD009154,MI00251,1
OI022073,ORD009155,MI00219,2
OI022074,ORD009155,MI00221,1
OI022075,ORD009156,MI00029,1
OI022076,ORD009156,MI00031,1
OI022077,ORD009157,MI00058,1
OI022078,ORD009157,MI00059,1
OI022079,ORD009157,MI00056,1
OI022080,ORD009158,MI00214,2
OI022081,ORD009158,MI00211,2
OI022082,ORD009159,MI00020,1
OI022083,ORD009159,MI00024,1
OI022084,ORD009160,MI00031,1
OI022085,ORD009160,MI00028,1
OI022086,ORD009160,MI00028,1
OI022087,ORD009161,MI00068,1
OI022088,ORD009161,MI00067,1
OI022089,ORD009162,MI00212,1
OI022090,ORD009162,MI00216,1
OI022091,ORD009163,MI00073,2
OI022092,ORD009163,MI00078,2
OI022093,ORD009164,MI00031,1
OI022094,ORD009164,MI00027,1
OI022095,ORD009165,MI00139,1
OI022096,ORD009165,MI00137,2
OI022097,ORD009166,MI00048,1
OI022098,ORD009166,MI00047,1
OI022099,ORD009166,MI00044,1
OI022100,ORD009167,MI00122,1
OI022101,ORD009167,MI00123,1
OI022102,ORD009167,MI00124,2
OI022103,ORD009167,MI00123,1
OI022104,ORD009168,MI00257,2
OI022105,ORD009168,MI00252,1
OI022106,ORD009169,MI00259,3
OI022107,ORD009169,MI00258,2
OI022108,ORD009169,MI00260,1
OI022109,ORD009170,MI00176,1
OI022110,ORD009170,MI00177,1
OI022111,ORD009171,MI00126,1
OI022112,ORD009171,MI00129,2
OI022113,ORD009171,MI00132,1
OI022114,ORD009172,MI00011,1
OI022115,ORD009173,MI00238,1
OI022116,ORD009173,MI00242,1
OI022117,ORD009174,MI00160,1
OI022118,ORD009175,MI00184,1
OI022119,ORD009175,MI00185,1
OI022120,ORD009176,MI00069,1
OI022121,ORD009176,MI00071,1
OI022122,ORD009177,MI00128,2
OI022123,ORD009177,MI00132,1
OI022124,ORD009178,MI00172,1
OI022125,ORD009178,MI00173,1
OI022126,ORD009178,MI00174,1
OI022127,ORD009179,MI00146,1
OI022128,ORD009179,MI00148,1
OI022129,ORD009179,MI00146,2
OI022130,ORD009180,MI00195,1
OI022131,ORD009180,MI00196,1
OI022132,ORD009181,MI00232,1
OI022133,ORD009181,MI00232,1
OI022134,ORD009182,MI00024,1
OI022135,ORD009182,MI00023,1
OI022136,ORD009182,MI00020,3
OI022137,ORD009183,MI00146,1
OI022138,ORD009183,MI00147,2
OI022139,ORD009184,MI00080,2
OI022140,ORD009184,MI00080,1
OI022141,ORD009184,MI00079,2
OI022142,ORD009185,MI00208,2
OI022143,ORD009185,MI00206,1
OI022144,ORD009185,MI00209,3
OI022145,ORD009186,MI00136,1
OI022146,ORD009186,MI00138,2
OI022147,ORD009187,MI00084,1
OI022148,ORD009187,MI00088,1
OI022149,ORD009187,MI00089,1
OI022150,ORD009188,MI00186,1
OI022151,ORD009188,MI00186,2
OI022152,ORD009189,MI00012,2
OI022153,ORD009189,MI00012,1
OI022154,ORD009189,MI00011,1
OI022155,ORD009190,MI00134,1
OI022156,ORD009190,MI00138,3
OI022157,ORD009190,MI00133,2
OI022158,ORD009191,MI00023,1
OI022159,ORD009192,MI00203,1
OI022160,ORD009192,MI00199,1
OI022161,ORD009192,MI00203,3
OI022162,ORD009193,MI00259,2
OI022163,ORD009193,MI00259,1
OI022164,ORD009194,MI00130,3
OI022165,ORD009194,MI00132,1
OI022166,ORD009195,MI00252,2
OI022167,ORD009195,MI00251,1
OI022168,ORD009196,MI00110,1
OI022169,ORD009196,MI00107,1
OI022170,ORD009197,MI00058,1
OI022171,ORD009197,MI00059,1
OI022172,ORD009197,MI00057,2
OI022173,ORD009198,MI00057,1
OI022174,ORD009198,MI00058,1
OI022175,ORD009199,MI00149,1
OI022176,ORD009199,MI00147,3
OI022177,ORD009199,MI00146,1
OI022178,ORD009200,MI00041,1
OI022179,ORD009200,MI00040,1
OI022180,ORD009200,MI00040,2
OI022181,ORD009201,MI00039,2
OI022182,ORD009201,MI00040,1
OI022183,ORD009202,MI00244,1
OI022184,ORD009202,MI00249,2
OI022185,ORD009202,MI00244,3
OI022186,ORD009203,MI00255,1
OI022187,ORD009203,MI00252,1
OI022188,ORD009203,MI00255,2
OI022189,ORD009203,MI00254,2
OI022190,ORD009204,MI00218,1
OI022191,ORD009205,MI00173,1
OI022192,ORD009205,MI00172,1
OI022193,ORD009206,MI00011,1
OI022194,ORD009206,MI00011,1
OI022195,ORD009206,MI00010,1
OI022196,ORD009207,MI00150,2
OI022197,ORD009207,MI00150,1
OI022198,ORD009207,MI00153,2
OI022199,ORD009208,MI00035,1
OI022200,ORD009208,MI00037,1
OI022201,ORD009209,MI00204,3
OI022202,ORD009209,MI00201,1
OI022203,ORD009209,MI00201,1
OI022204,ORD009209,MI00203,1
OI022205,ORD009210,MI00121,2
OI022206,ORD009210,MI00120,1
OI022207,ORD009211,MI00151,1
OI022208,ORD009211,MI00151,1
OI022209,ORD009212,MI00192,1
OI022210,ORD009212,MI00193,2
OI022211,ORD009212,MI00192,1
OI022212,ORD009213,MI00158,1
OI022213,ORD009213,MI00154,1
OI022214,ORD009213,MI00159,1
OI022215,ORD009214,MI00195,1
OI022216,ORD009214,MI00196,2
OI022217,ORD009214,MI00198,1
OI022218,ORD009215,MI00206,2
OI022219,ORD009215,MI00207,3
OI022220,ORD009216,MI00261,1
OI022221,ORD009217,MI00175,1
OI022222,ORD009218,MI00195,1
OI022223,ORD009218,MI00198,1
OI022224,ORD009218,MI00195,1
OI022225,ORD009219,MI00022,2
OI022226,ORD009219,MI00026,2
OI022227,ORD009219,MI00021,2
OI022228,ORD009220,MI00031,2
OI022229,ORD009220,MI00027,2
OI022230,ORD009220,MI00027,1
